Title,Description,BiocVersion,Genome,SourceType,SourceUrl,SourceVersion,Species,TaxonomyId,Coordinate_1_based,DataProvider,Maintainer,RDataClass,DispatchClass,ResourceName,RDataPath,Tags
MESO_GISTIC_Peaks-20160128,MESO_GISTIC_Peaks-20160128 data specific to the MESO cohort of the TCGA project,3.16,NA,TXT,http://gdac.broadinstitute.org/,2.1.0,Homo sapiens,9606,NA,Eli and Edythe L. Broad Institute of Harvard and MIT,Marcel Ramos <marcel.ramos@roswellpark.org>,RangedSummarizedExperiment,Rda,MESO_GISTIC_Peaks-20160128.rda,curatedTCGAData/v2.0.1/MESO_GISTIC_Peaks-20160128.rda,GISTIC
MESO_GISTIC_ThresholdedByGene-20160128,MESO_GISTIC_ThresholdedByGene-20160128 data specific to the MESO cohort of the TCGA project,3.16,NA,TXT,http://gdac.broadinstitute.org/,2.1.0,Homo sapiens,9606,NA,Eli and Edythe L. Broad Institute of Harvard and MIT,Marcel Ramos <marcel.ramos@roswellpark.org>,SummarizedExperiment,Rda,MESO_GISTIC_ThresholdedByGene-20160128.rda,curatedTCGAData/v2.0.1/MESO_GISTIC_ThresholdedByGene-20160128.rda,GISTIC
MESO_Methylation-20160128_assays,MESO_Methylation-20160128_assays data specific to the MESO cohort of the TCGA project,3.16,NA,TXT,http://gdac.broadinstitute.org/,2.1.0,Homo sapiens,9606,NA,Eli and Edythe L. Broad Institute of Harvard and MIT,Marcel Ramos <marcel.ramos@roswellpark.org>,SummarizedExperiment,H5File,MESO_Methylation-20160128_assays.h5,curatedTCGAData/v2.0.1/MESO_Methylation-20160128_assays.h5,Methylation
MESO_Methylation-20160128_se,MESO_Methylation-20160128_se data specific to the MESO cohort of the TCGA project,3.16,NA,TXT,http://gdac.broadinstitute.org/,2.1.0,Homo sapiens,9606,NA,Eli and Edythe L. Broad Institute of Harvard and MIT,Marcel Ramos <marcel.ramos@roswellpark.org>,SummarizedExperiment,Rds,MESO_Methylation-20160128_se.rds,curatedTCGAData/v2.0.1/MESO_Methylation-20160128_se.rds,Methylation
MESO_RNASeq2Gene-20160128,MESO_RNASeq2Gene-20160128 data specific to the MESO cohort of the TCGA project,3.16,NA,TXT,http://gdac.broadinstitute.org/,2.1.0,Homo sapiens,9606,NA,Eli and Edythe L. Broad Institute of Harvard and MIT,Marcel Ramos <marcel.ramos@roswellpark.org>,SummarizedExperiment,Rda,MESO_RNASeq2Gene-20160128.rda,curatedTCGAData/v2.0.1/MESO_RNASeq2Gene-20160128.rda,RNASeq2Gene
MESO_RPPAArray-20160128,MESO_RPPAArray-20160128 data specific to the MESO cohort of the TCGA project,3.16,NA,TXT,http://gdac.broadinstitute.org/,2.1.0,Homo sapiens,9606,NA,Eli and Edythe L. Broad Institute of Harvard and MIT,Marcel Ramos <marcel.ramos@roswellpark.org>,SummarizedExperiment,Rda,MESO_RPPAArray-20160128.rda,curatedTCGAData/v2.0.1/MESO_RPPAArray-20160128.rda,RPPAArray
MESO_sampleMap-20160128,MESO_sampleMap-20160128 data specific to the MESO cohort of the TCGA project,3.16,NA,TXT,http://gdac.broadinstitute.org/,2.1.0,Homo sapiens,9606,NA,Eli and Edythe L. Broad Institute of Harvard and MIT,Marcel Ramos <marcel.ramos@roswellpark.org>,SummarizedExperiment,Rda,MESO_sampleMap-20160128.rda,curatedTCGAData/v2.0.1/MESO_sampleMap-20160128.rda,sampleMap
OV_CNACGH_CGH_hg_244a-20160128,OV_CNACGH_CGH_hg_244a-20160128 data specific to the OV cohort of the TCGA project,3.16,NA,TXT,http://gdac.broadinstitute.org/,2.1.0,Homo sapiens,9606,NA,Eli and Edythe L. Broad Institute of Harvard and MIT,Marcel Ramos <marcel.ramos@roswellpark.org>,RaggedExperiment,Rda,OV_CNACGH_CGH_hg_244a-20160128.rda,curatedTCGAData/v2.0.1/OV_CNACGH_CGH_hg_244a-20160128.rda,CNACGH
OV_CNACGH_CGH_hg_415k_g4124a-20160128,OV_CNACGH_CGH_hg_415k_g4124a-20160128 data specific to the OV cohort of the TCGA project,3.16,NA,TXT,http://gdac.broadinstitute.org/,2.1.0,Homo sapiens,9606,NA,Eli and Edythe L. Broad Institute of Harvard and MIT,Marcel Ramos <marcel.ramos@roswellpark.org>,RaggedExperiment,Rda,OV_CNACGH_CGH_hg_415k_g4124a-20160128.rda,curatedTCGAData/v2.0.1/OV_CNACGH_CGH_hg_415k_g4124a-20160128.rda,CNACGH
OV_CNASNP-20160128,OV_CNASNP-20160128 data specific to the OV cohort of the TCGA project,3.16,NA,TXT,http://gdac.broadinstitute.org/,2.1.0,Homo sapiens,9606,NA,Eli and Edythe L. Broad Institute of Harvard and MIT,Marcel Ramos <marcel.ramos@roswellpark.org>,RaggedExperiment,Rda,OV_CNASNP-20160128.rda,curatedTCGAData/v2.0.1/OV_CNASNP-20160128.rda,CNASNP
OV_CNVSNP-20160128,OV_CNVSNP-20160128 data specific to the OV cohort of the TCGA project,3.16,NA,TXT,http://gdac.broadinstitute.org/,2.1.0,Homo sapiens,9606,NA,Eli and Edythe L. Broad Institute of Harvard and MIT,Marcel Ramos <marcel.ramos@roswellpark.org>,RaggedExperiment,Rda,OV_CNVSNP-20160128.rda,curatedTCGAData/v2.0.1/OV_CNVSNP-20160128.rda,CNVSNP
OV_colData-20160128,OV_colData-20160128 data specific to the OV cohort of the TCGA project,3.16,NA,TXT,http://gdac.broadinstitute.org/,2.1.0,Homo sapiens,9606,NA,Eli and Edythe L. Broad Institute of Harvard and MIT,Marcel Ramos <marcel.ramos@roswellpark.org>,DFrame,Rda,OV_colData-20160128.rda,curatedTCGAData/v2.0.1/OV_colData-20160128.rda,colData
OV_GISTIC_AllByGene-20160128,OV_GISTIC_AllByGene-20160128 data specific to the OV cohort of the TCGA project,3.16,NA,TXT,http://gdac.broadinstitute.org/,2.1.0,Homo sapiens,9606,NA,Eli and Edythe L. Broad Institute of Harvard and MIT,Marcel Ramos <marcel.ramos@roswellpark.org>,SummarizedExperiment,Rda,OV_GISTIC_AllByGene-20160128.rda,curatedTCGAData/v2.0.1/OV_GISTIC_AllByGene-20160128.rda,GISTIC
OV_GISTIC_Peaks-20160128,OV_GISTIC_Peaks-20160128 data specific to the OV cohort of the TCGA project,3.16,NA,TXT,http://gdac.broadinstitute.org/,2.1.0,Homo sapiens,9606,NA,Eli and Edythe L. Broad Institute of Harvard and MIT,Marcel Ramos <marcel.ramos@roswellpark.org>,RangedSummarizedExperiment,Rda,OV_GISTIC_Peaks-20160128.rda,curatedTCGAData/v2.0.1/OV_GISTIC_Peaks-20160128.rda,GISTIC
OV_GISTIC_ThresholdedByGene-20160128,OV_GISTIC_ThresholdedByGene-20160128 data specific to the OV cohort of the TCGA project,3.16,NA,TXT,http://gdac.broadinstitute.org/,2.1.0,Homo sapiens,9606,NA,Eli and Edythe L. Broad Institute of Harvard and MIT,Marcel Ramos <marcel.ramos@roswellpark.org>,SummarizedExperiment,Rda,OV_GISTIC_ThresholdedByGene-20160128.rda,curatedTCGAData/v2.0.1/OV_GISTIC_ThresholdedByGene-20160128.rda,GISTIC
OV_Methylation_methyl27-20160128_assays,OV_Methylation_methyl27-20160128_assays data specific to the OV cohort of the TCGA project,3.16,NA,TXT,http://gdac.broadinstitute.org/,2.1.0,Homo sapiens,9606,NA,Eli and Edythe L. Broad Institute of Harvard and MIT,Marcel Ramos <marcel.ramos@roswellpark.org>,SummarizedExperiment,H5File,OV_Methylation_methyl27-20160128_assays.h5,curatedTCGAData/v2.0.1/OV_Methylation_methyl27-20160128_assays.h5,Methylation
OV_Methylation_methyl27-20160128_se,OV_Methylation_methyl27-20160128_se data specific to the OV cohort of the TCGA project,3.16,NA,TXT,http://gdac.broadinstitute.org/,2.1.0,Homo sapiens,9606,NA,Eli and Edythe L. Broad Institute of Harvard and MIT,Marcel Ramos <marcel.ramos@roswellpark.org>,SummarizedExperiment,Rds,OV_Methylation_methyl27-20160128_se.rds,curatedTCGAData/v2.0.1/OV_Methylation_methyl27-20160128_se.rds,Methylation
OV_Methylation_methyl450-20160128_assays,OV_Methylation_methyl450-20160128_assays data specific to the OV cohort of the TCGA project,3.16,NA,TXT,http://gdac.broadinstitute.org/,2.1.0,Homo sapiens,9606,NA,Eli and Edythe L. Broad Institute of Harvard and MIT,Marcel Ramos <marcel.ramos@roswellpark.org>,SummarizedExperiment,H5File,OV_Methylation_methyl450-20160128_assays.h5,curatedTCGAData/v2.0.1/OV_Methylation_methyl450-20160128_assays.h5,Methylation
OV_Methylation_methyl450-20160128_se,OV_Methylation_methyl450-20160128_se data specific to the OV cohort of the TCGA project,3.16,NA,TXT,http://gdac.broadinstitute.org/,2.1.0,Homo sapiens,9606,NA,Eli and Edythe L. Broad Institute of Harvard and MIT,Marcel Ramos <marcel.ramos@roswellpark.org>,SummarizedExperiment,Rds,OV_Methylation_methyl450-20160128_se.rds,curatedTCGAData/v2.0.1/OV_Methylation_methyl450-20160128_se.rds,Methylation
OV_miRNAArray-20160128,OV_miRNAArray-20160128 data specific to the OV cohort of the TCGA project,3.16,NA,TXT,http://gdac.broadinstitute.org/,2.1.0,Homo sapiens,9606,NA,Eli and Edythe L. Broad Institute of Harvard and MIT,Marcel Ramos <marcel.ramos@roswellpark.org>,SummarizedExperiment,Rda,OV_miRNAArray-20160128.rda,curatedTCGAData/v2.0.1/OV_miRNAArray-20160128.rda,miRNAArray
OV_mRNAArray_huex-20160128,OV_mRNAArray_huex-20160128 data specific to the OV cohort of the TCGA project,3.16,NA,TXT,http://gdac.broadinstitute.org/,2.1.0,Homo sapiens,9606,NA,Eli and Edythe L. Broad Institute of Harvard and MIT,Marcel Ramos <marcel.ramos@roswellpark.org>,SummarizedExperiment,Rda,OV_mRNAArray_huex-20160128.rda,curatedTCGAData/v2.0.1/OV_mRNAArray_huex-20160128.rda,mRNAArray
OV_mRNAArray_TX_g4502a-20160128,OV_mRNAArray_TX_g4502a-20160128 data specific to the OV cohort of the TCGA project,3.16,NA,TXT,http://gdac.broadinstitute.org/,2.1.0,Homo sapiens,9606,NA,Eli and Edythe L. Broad Institute of Harvard and MIT,Marcel Ramos <marcel.ramos@roswellpark.org>,SummarizedExperiment,Rda,OV_mRNAArray_TX_g4502a-20160128.rda,curatedTCGAData/v2.0.1/OV_mRNAArray_TX_g4502a-20160128.rda,mRNAArray
OV_mRNAArray_TX_ht_hg_u133a-20160128,OV_mRNAArray_TX_ht_hg_u133a-20160128 data specific to the OV cohort of the TCGA project,3.16,NA,TXT,http://gdac.broadinstitute.org/,2.1.0,Homo sapiens,9606,NA,Eli and Edythe L. Broad Institute of Harvard and MIT,Marcel Ramos <marcel.ramos@roswellpark.org>,SummarizedExperiment,Rda,OV_mRNAArray_TX_ht_hg_u133a-20160128.rda,curatedTCGAData/v2.0.1/OV_mRNAArray_TX_ht_hg_u133a-20160128.rda,mRNAArray
OV_Mutation-20160128,OV_Mutation-20160128 data specific to the OV cohort of the TCGA project,3.16,NA,TXT,http://gdac.broadinstitute.org/,2.1.0,Homo sapiens,9606,NA,Eli and Edythe L. Broad Institute of Harvard and MIT,Marcel Ramos <marcel.ramos@roswellpark.org>,SummarizedExperiment,Rda,OV_Mutation-20160128.rda,curatedTCGAData/v2.0.1/OV_Mutation-20160128.rda,Mutation
OV_RNASeq2Gene-20160128,OV_RNASeq2Gene-20160128 data specific to the OV cohort of the TCGA project,3.16,NA,TXT,http://gdac.broadinstitute.org/,2.1.0,Homo sapiens,9606,NA,Eli and Edythe L. Broad Institute of Harvard and MIT,Marcel Ramos <marcel.ramos@roswellpark.org>,DFrame,Rda,OV_RNASeq2Gene-20160128.rda,curatedTCGAData/v2.0.1/OV_RNASeq2Gene-20160128.rda,RNASeq2Gene
OV_RNASeqGene-20160128,OV_RNASeqGene-20160128 data specific to the OV cohort of the TCGA project,3.16,NA,TXT,http://gdac.broadinstitute.org/,2.1.0,Homo sapiens,9606,NA,Eli and Edythe L. Broad Institute of Harvard and MIT,Marcel Ramos <marcel.ramos@roswellpark.org>,SummarizedExperiment,Rda,OV_RNASeqGene-20160128.rda,curatedTCGAData/v2.0.1/OV_RNASeqGene-20160128.rda,RNASeqGene
OV_RPPAArray-20160128,OV_RPPAArray-20160128 data specific to the OV cohort of the TCGA project,3.16,NA,TXT,http://gdac.broadinstitute.org/,2.1.0,Homo sapiens,9606,NA,Eli and Edythe L. Broad Institute of Harvard and MIT,Marcel Ramos <marcel.ramos@roswellpark.org>,SummarizedExperiment,Rda,OV_RPPAArray-20160128.rda,curatedTCGAData/v2.0.1/OV_RPPAArray-20160128.rda,RPPAArray
OV_sampleMap-20160128,OV_sampleMap-20160128 data specific to the OV cohort of the TCGA project,3.16,NA,TXT,http://gdac.broadinstitute.org/,2.1.0,Homo sapiens,9606,NA,Eli and Edythe L. Broad Institute of Harvard and MIT,Marcel Ramos <marcel.ramos@roswellpark.org>,SummarizedExperiment,Rda,OV_sampleMap-20160128.rda,curatedTCGAData/v2.0.1/OV_sampleMap-20160128.rda,sampleMap
PAAD_CNASNP-20160128,PAAD_CNASNP-20160128 data specific to the PAAD cohort of the TCGA project,3.16,NA,TXT,http://gdac.broadinstitute.org/,2.1.0,Homo sapiens,9606,NA,Eli and Edythe L. Broad Institute of Harvard and MIT,Marcel Ramos <marcel.ramos@roswellpark.org>,RaggedExperiment,Rda,PAAD_CNASNP-20160128.rda,curatedTCGAData/v2.0.1/PAAD_CNASNP-20160128.rda,CNASNP
PAAD_CNVSNP-20160128,PAAD_CNVSNP-20160128 data specific to the PAAD cohort of the TCGA project,3.16,NA,TXT,http://gdac.broadinstitute.org/,2.1.0,Homo sapiens,9606,NA,Eli and Edythe L. Broad Institute of Harvard and MIT,Marcel Ramos <marcel.ramos@roswellpark.org>,RaggedExperiment,Rda,PAAD_CNVSNP-20160128.rda,curatedTCGAData/v2.0.1/PAAD_CNVSNP-20160128.rda,CNVSNP
PAAD_colData-20160128,PAAD_colData-20160128 data specific to the PAAD cohort of the TCGA project,3.16,NA,TXT,http://gdac.broadinstitute.org/,2.1.0,Homo sapiens,9606,NA,Eli and Edythe L. Broad Institute of Harvard and MIT,Marcel Ramos <marcel.ramos@roswellpark.org>,DFrame,Rda,PAAD_colData-20160128.rda,curatedTCGAData/v2.0.1/PAAD_colData-20160128.rda,colData
PAAD_GISTIC_AllByGene-20160128,PAAD_GISTIC_AllByGene-20160128 data specific to the PAAD cohort of the TCGA project,3.16,NA,TXT,http://gdac.broadinstitute.org/,2.1.0,Homo sapiens,9606,NA,Eli and Edythe L. Broad Institute of Harvard and MIT,Marcel Ramos <marcel.ramos@roswellpark.org>,SummarizedExperiment,Rda,PAAD_GISTIC_AllByGene-20160128.rda,curatedTCGAData/v2.0.1/PAAD_GISTIC_AllByGene-20160128.rda,GISTIC
PAAD_GISTIC_Peaks-20160128,PAAD_GISTIC_Peaks-20160128 data specific to the PAAD cohort of the TCGA project,3.16,NA,TXT,http://gdac.broadinstitute.org/,2.1.0,Homo sapiens,9606,NA,Eli and Edythe L. Broad Institute of Harvard and MIT,Marcel Ramos <marcel.ramos@roswellpark.org>,RangedSummarizedExperiment,Rda,PAAD_GISTIC_Peaks-20160128.rda,curatedTCGAData/v2.0.1/PAAD_GISTIC_Peaks-20160128.rda,GISTIC
PAAD_GISTIC_ThresholdedByGene-20160128,PAAD_GISTIC_ThresholdedByGene-20160128 data specific to the PAAD cohort of the TCGA project,3.16,NA,TXT,http://gdac.broadinstitute.org/,2.1.0,Homo sapiens,9606,NA,Eli and Edythe L. Broad Institute of Harvard and MIT,Marcel Ramos <marcel.ramos@roswellpark.org>,SummarizedExperiment,Rda,PAAD_GISTIC_ThresholdedByGene-20160128.rda,curatedTCGAData/v2.0.1/PAAD_GISTIC_ThresholdedByGene-20160128.rda,GISTIC
PAAD_Methylation-20160128_assays,PAAD_Methylation-20160128_assays data specific to the PAAD cohort of the TCGA project,3.16,NA,TXT,http://gdac.broadinstitute.org/,2.1.0,Homo sapiens,9606,NA,Eli and Edythe L. Broad Institute of Harvard and MIT,Marcel Ramos <marcel.ramos@roswellpark.org>,SummarizedExperiment,H5File,PAAD_Methylation-20160128_assays.h5,curatedTCGAData/v2.0.1/PAAD_Methylation-20160128_assays.h5,Methylation
PAAD_Methylation-20160128_se,PAAD_Methylation-20160128_se data specific to the PAAD cohort of the TCGA project,3.16,NA,TXT,http://gdac.broadinstitute.org/,2.1.0,Homo sapiens,9606,NA,Eli and Edythe L. Broad Institute of Harvard and MIT,Marcel Ramos <marcel.ramos@roswellpark.org>,RaggedExperiment,Rds,PAAD_Methylation-20160128_se.rds,curatedTCGAData/v2.0.1/PAAD_Methylation-20160128_se.rds,Methylation
PAAD_Mutation-20160128,PAAD_Mutation-20160128 data specific to the PAAD cohort of the TCGA project,3.16,NA,TXT,http://gdac.broadinstitute.org/,2.1.0,Homo sapiens,9606,NA,Eli and Edythe L. Broad Institute of Harvard and MIT,Marcel Ramos <marcel.ramos@roswellpark.org>,SummarizedExperiment,Rda,PAAD_Mutation-20160128.rda,curatedTCGAData/v2.0.1/PAAD_Mutation-20160128.rda,Mutation
PAAD_RNASeq2Gene-20160128,PAAD_RNASeq2Gene-20160128 data specific to the PAAD cohort of the TCGA project,3.16,NA,TXT,http://gdac.broadinstitute.org/,2.1.0,Homo sapiens,9606,NA,Eli and Edythe L. Broad Institute of Harvard and MIT,Marcel Ramos <marcel.ramos@roswellpark.org>,SummarizedExperiment,Rda,PAAD_RNASeq2Gene-20160128.rda,curatedTCGAData/v2.0.1/PAAD_RNASeq2Gene-20160128.rda,RNASeq2Gene
PAAD_RPPAArray-20160128,PAAD_RPPAArray-20160128 data specific to the PAAD cohort of the TCGA project,3.16,NA,TXT,http://gdac.broadinstitute.org/,2.1.0,Homo sapiens,9606,NA,Eli and Edythe L. Broad Institute of Harvard and MIT,Marcel Ramos <marcel.ramos@roswellpark.org>,SummarizedExperiment,Rda,PAAD_RPPAArray-20160128.rda,curatedTCGAData/v2.0.1/PAAD_RPPAArray-20160128.rda,RPPAArray
PAAD_sampleMap-20160128,PAAD_sampleMap-20160128 data specific to the PAAD cohort of the TCGA project,3.16,NA,TXT,http://gdac.broadinstitute.org/,2.1.0,Homo sapiens,9606,NA,Eli and Edythe L. Broad Institute of Harvard and MIT,Marcel Ramos <marcel.ramos@roswellpark.org>,SummarizedExperiment,Rda,PAAD_sampleMap-20160128.rda,curatedTCGAData/v2.0.1/PAAD_sampleMap-20160128.rda,sampleMap
PCPG_CNASNP-20160128,PCPG_CNASNP-20160128 data specific to the PCPG cohort of the TCGA project,3.16,NA,TXT,http://gdac.broadinstitute.org/,2.1.0,Homo sapiens,9606,NA,Eli and Edythe L. Broad Institute of Harvard and MIT,Marcel Ramos <marcel.ramos@roswellpark.org>,RaggedExperiment,Rda,PCPG_CNASNP-20160128.rda,curatedTCGAData/v2.0.1/PCPG_CNASNP-20160128.rda,CNASNP
PCPG_CNVSNP-20160128,PCPG_CNVSNP-20160128 data specific to the PCPG cohort of the TCGA project,3.16,NA,TXT,http://gdac.broadinstitute.org/,2.1.0,Homo sapiens,9606,NA,Eli and Edythe L. Broad Institute of Harvard and MIT,Marcel Ramos <marcel.ramos@roswellpark.org>,RaggedExperiment,Rda,PCPG_CNVSNP-20160128.rda,curatedTCGAData/v2.0.1/PCPG_CNVSNP-20160128.rda,CNVSNP
PCPG_colData-20160128,PCPG_colData-20160128 data specific to the PCPG cohort of the TCGA project,3.16,NA,TXT,http://gdac.broadinstitute.org/,2.1.0,Homo sapiens,9606,NA,Eli and Edythe L. Broad Institute of Harvard and MIT,Marcel Ramos <marcel.ramos@roswellpark.org>,DFrame,Rda,PCPG_colData-20160128.rda,curatedTCGAData/v2.0.1/PCPG_colData-20160128.rda,colData
PCPG_GISTIC_AllByGene-20160128,PCPG_GISTIC_AllByGene-20160128 data specific to the PCPG cohort of the TCGA project,3.16,NA,TXT,http://gdac.broadinstitute.org/,2.1.0,Homo sapiens,9606,NA,Eli and Edythe L. Broad Institute of Harvard and MIT,Marcel Ramos <marcel.ramos@roswellpark.org>,SummarizedExperiment,Rda,PCPG_GISTIC_AllByGene-20160128.rda,curatedTCGAData/v2.0.1/PCPG_GISTIC_AllByGene-20160128.rda,GISTIC
PCPG_GISTIC_Peaks-20160128,PCPG_GISTIC_Peaks-20160128 data specific to the PCPG cohort of the TCGA project,3.16,NA,TXT,http://gdac.broadinstitute.org/,2.1.0,Homo sapiens,9606,NA,Eli and Edythe L. Broad Institute of Harvard and MIT,Marcel Ramos <marcel.ramos@roswellpark.org>,RangedSummarizedExperiment,Rda,PCPG_GISTIC_Peaks-20160128.rda,curatedTCGAData/v2.0.1/PCPG_GISTIC_Peaks-20160128.rda,GISTIC
PCPG_GISTIC_ThresholdedByGene-20160128,PCPG_GISTIC_ThresholdedByGene-20160128 data specific to the PCPG cohort of the TCGA project,3.16,NA,TXT,http://gdac.broadinstitute.org/,2.1.0,Homo sapiens,9606,NA,Eli and Edythe L. Broad Institute of Harvard and MIT,Marcel Ramos <marcel.ramos@roswellpark.org>,SummarizedExperiment,Rda,PCPG_GISTIC_ThresholdedByGene-20160128.rda,curatedTCGAData/v2.0.1/PCPG_GISTIC_ThresholdedByGene-20160128.rda,GISTIC
PCPG_Methylation-20160128_assays,PCPG_Methylation-20160128_assays data specific to the PCPG cohort of the TCGA project,3.16,NA,TXT,http://gdac.broadinstitute.org/,2.1.0,Homo sapiens,9606,NA,Eli and Edythe L. Broad Institute of Harvard and MIT,Marcel Ramos <marcel.ramos@roswellpark.org>,SummarizedExperiment,H5File,PCPG_Methylation-20160128_assays.h5,curatedTCGAData/v2.0.1/PCPG_Methylation-20160128_assays.h5,Methylation
PCPG_Methylation-20160128_se,PCPG_Methylation-20160128_se data specific to the PCPG cohort of the TCGA project,3.16,NA,TXT,http://gdac.broadinstitute.org/,2.1.0,Homo sapiens,9606,NA,Eli and Edythe L. Broad Institute of Harvard and MIT,Marcel Ramos <marcel.ramos@roswellpark.org>,RaggedExperiment,Rds,PCPG_Methylation-20160128_se.rds,curatedTCGAData/v2.0.1/PCPG_Methylation-20160128_se.rds,Methylation
PCPG_Mutation-20160128,PCPG_Mutation-20160128 data specific to the PCPG cohort of the TCGA project,3.16,NA,TXT,http://gdac.broadinstitute.org/,2.1.0,Homo sapiens,9606,NA,Eli and Edythe L. Broad Institute of Harvard and MIT,Marcel Ramos <marcel.ramos@roswellpark.org>,SummarizedExperiment,Rda,PCPG_Mutation-20160128.rda,curatedTCGAData/v2.0.1/PCPG_Mutation-20160128.rda,Mutation
PCPG_RNASeq2Gene-20160128,PCPG_RNASeq2Gene-20160128 data specific to the PCPG cohort of the TCGA project,3.16,NA,TXT,http://gdac.broadinstitute.org/,2.1.0,Homo sapiens,9606,NA,Eli and Edythe L. Broad Institute of Harvard and MIT,Marcel Ramos <marcel.ramos@roswellpark.org>,SummarizedExperiment,Rda,PCPG_RNASeq2Gene-20160128.rda,curatedTCGAData/v2.0.1/PCPG_RNASeq2Gene-20160128.rda,RNASeq2Gene
PCPG_RPPAArray-20160128,PCPG_RPPAArray-20160128 data specific to the PCPG cohort of the TCGA project,3.16,NA,TXT,http://gdac.broadinstitute.org/,2.1.0,Homo sapiens,9606,NA,Eli and Edythe L. Broad Institute of Harvard and MIT,Marcel Ramos <marcel.ramos@roswellpark.org>,SummarizedExperiment,Rda,PCPG_RPPAArray-20160128.rda,curatedTCGAData/v2.0.1/PCPG_RPPAArray-20160128.rda,RPPAArray
PCPG_sampleMap-20160128,PCPG_sampleMap-20160128 data specific to the PCPG cohort of the TCGA project,3.16,NA,TXT,http://gdac.broadinstitute.org/,2.1.0,Homo sapiens,9606,NA,Eli and Edythe L. Broad Institute of Harvard and MIT,Marcel Ramos <marcel.ramos@roswellpark.org>,SummarizedExperiment,Rda,PCPG_sampleMap-20160128.rda,curatedTCGAData/v2.0.1/PCPG_sampleMap-20160128.rda,sampleMap
PRAD_CNASeq-20160128,PRAD_CNASeq-20160128 data specific to the PRAD cohort of the TCGA project,3.16,NA,TXT,http://gdac.broadinstitute.org/,2.1.0,Homo sapiens,9606,NA,Eli and Edythe L. Broad Institute of Harvard and MIT,Marcel Ramos <marcel.ramos@roswellpark.org>,RaggedExperiment,Rda,PRAD_CNASeq-20160128.rda,curatedTCGAData/v2.0.1/PRAD_CNASeq-20160128.rda,CNASeq
PRAD_CNASNP-20160128,PRAD_CNASNP-20160128 data specific to the PRAD cohort of the TCGA project,3.16,NA,TXT,http://gdac.broadinstitute.org/,2.1.0,Homo sapiens,9606,NA,Eli and Edythe L. Broad Institute of Harvard and MIT,Marcel Ramos <marcel.ramos@roswellpark.org>,RaggedExperiment,Rda,PRAD_CNASNP-20160128.rda,curatedTCGAData/v2.0.1/PRAD_CNASNP-20160128.rda,CNASNP
PRAD_CNVSNP-20160128,PRAD_CNVSNP-20160128 data specific to the PRAD cohort of the TCGA project,3.16,NA,TXT,http://gdac.broadinstitute.org/,2.1.0,Homo sapiens,9606,NA,Eli and Edythe L. Broad Institute of Harvard and MIT,Marcel Ramos <marcel.ramos@roswellpark.org>,RaggedExperiment,Rda,PRAD_CNVSNP-20160128.rda,curatedTCGAData/v2.0.1/PRAD_CNVSNP-20160128.rda,CNVSNP
PRAD_colData-20160128,PRAD_colData-20160128 data specific to the PRAD cohort of the TCGA project,3.16,NA,TXT,http://gdac.broadinstitute.org/,2.1.0,Homo sapiens,9606,NA,Eli and Edythe L. Broad Institute of Harvard and MIT,Marcel Ramos <marcel.ramos@roswellpark.org>,DFrame,Rda,PRAD_colData-20160128.rda,curatedTCGAData/v2.0.1/PRAD_colData-20160128.rda,colData
PRAD_GISTIC_AllByGene-20160128,PRAD_GISTIC_AllByGene-20160128 data specific to the PRAD cohort of the TCGA project,3.16,NA,TXT,http://gdac.broadinstitute.org/,2.1.0,Homo sapiens,9606,NA,Eli and Edythe L. Broad Institute of Harvard and MIT,Marcel Ramos <marcel.ramos@roswellpark.org>,SummarizedExperiment,Rda,PRAD_GISTIC_AllByGene-20160128.rda,curatedTCGAData/v2.0.1/PRAD_GISTIC_AllByGene-20160128.rda,GISTIC
PRAD_GISTIC_Peaks-20160128,PRAD_GISTIC_Peaks-20160128 data specific to the PRAD cohort of the TCGA project,3.16,NA,TXT,http://gdac.broadinstitute.org/,2.1.0,Homo sapiens,9606,NA,Eli and Edythe L. Broad Institute of Harvard and MIT,Marcel Ramos <marcel.ramos@roswellpark.org>,RangedSummarizedExperiment,Rda,PRAD_GISTIC_Peaks-20160128.rda,curatedTCGAData/v2.0.1/PRAD_GISTIC_Peaks-20160128.rda,GISTIC
PRAD_GISTIC_ThresholdedByGene-20160128,PRAD_GISTIC_ThresholdedByGene-20160128 data specific to the PRAD cohort of the TCGA project,3.16,NA,TXT,http://gdac.broadinstitute.org/,2.1.0,Homo sapiens,9606,NA,Eli and Edythe L. Broad Institute of Harvard and MIT,Marcel Ramos <marcel.ramos@roswellpark.org>,SummarizedExperiment,Rda,PRAD_GISTIC_ThresholdedByGene-20160128.rda,curatedTCGAData/v2.0.1/PRAD_GISTIC_ThresholdedByGene-20160128.rda,GISTIC
PRAD_Methylation-20160128_assays,PRAD_Methylation-20160128_assays data specific to the PRAD cohort of the TCGA project,3.16,NA,TXT,http://gdac.broadinstitute.org/,2.1.0,Homo sapiens,9606,NA,Eli and Edythe L. Broad Institute of Harvard and MIT,Marcel Ramos <marcel.ramos@roswellpark.org>,SummarizedExperiment,H5File,PRAD_Methylation-20160128_assays.h5,curatedTCGAData/v2.0.1/PRAD_Methylation-20160128_assays.h5,Methylation
